Address 3,Address 4,Postcode,Latitude,Longitude
 , ,SW1X 7AF,51.4987129,-0.1493601
London, ,E1 7LL,51.5171345,-0.0758983
 , ,SW15 2NL,51.4634482,-0.209855
 , ,SW18 5DU,51.4408888,-0.2018159
 , ,SG2 8LT,51.8833265,-0.171602
 , ,HA2 0SJ,51.573816,-0.362834
London, ,W1K 5DB,51.5130332,-0.147353
Paddington Central,London,W2 6BD,51.5190292,-0.1817029
 , ,W2 6BY,51.5190292,-0.1817029
West Sussex, ,RH10 1JA,51.112179,-0.1862742
Wimborne ,Dorset,BH21 7SH,50.8094169,-1.92098
 , ,W14 8AA,51.5005508,-0.2039495
 , ,W1T 4HJ,51.5224305,-0.1377029
Manchester, ,M21 7DB,53.4321342,-2.2634759
 , ,W1K 1AL,51.5068041,-0.1515108
 , ,N1 2PW,51.5485845,-0.0903941
Stirling, ,FK9 4NG,56.1634562,-4.0086287
London, ,SW10 9RU,51.4889735,-0.1809399
St Petersburg, , ,59.9342802,30.3350986
 , ,E13 9PV,#EANF#,#EANF#
London, ,W5 1QB,51.5226653,-0.3093743
The Greens,Dubai,27242,25.0783118,55.1478978
 , ,SW3 6PX,51.4904034,-0.1711166
 , ,EN5 1EU,51.6460349,-0.1861945
 , ,SW1X 8AE,51.4976638,-0.1512611
Hullbridge,Essex,SS56QA,#EANF#,#EANF#
 , ,W1K 5HU,51.5109644,-0.1541814
 , ,E17 8QN,51.5781546,-0.02109
London , ,W1K 3SQ,51.5108664,-0.1490838
 , ,W1U 1BG,51.5147524,-0.1497334
 , ,W8 4SA,51.5061696,-0.192734
 ,California,94556,37.8357202,-122.1178261
Brindisi,Italy,72014,40.7536281,17.4203669
London, ,SE1 4BU,51.4992274,-0.0872711
London, ,W8 5UE,51.4974628,-0.1896783
 , ,W2 6DF,47.3957098,-94.7798301
Madrid ,Spain, ,40.4167754,-3.7037902
Ireland, , ,53.1423672,-7.6920536
 , ,L-1728,36.6774363,-88.9998361
London , ,SE7 7LN,51.481862,0.023145
Jersey, ,JE1 0BD,49.236847,-2.1134759
Madrid,Spain, ,40.4167754,-3.7037902
Nottingham, ,NG12 5NJ,52.8917137,-1.0776397
"Box 45, Bayfield","Ontario, Canada",N0M 1GO,#EANF#,#EANF#
 , ,CR4 3QU,51.4087434,-0.173514
 , ,NW6 7SR,51.5417503,-0.199011
 , ,NN3 9XD,52.2610172,-0.8124913
 , ,TN15 8BD,51.2910975,0.3061244
 , ,EC1N 6TE,51.5189847,-0.1067094
 , ,RM15 5AU,51.5168931,0.2853126
 , ,W1K 2TJ,51.5097124,-0.1500385
 , ,ME7 5PX,51.3782376,0.5464555
 , ,SE13 5HZ,51.4558199,-0.0041898
London, ,W2 5QU,51.5182513,-0.1953835
Dubai,UAE, ,25.2048493,55.2707828
St Kilda Road Towols,"1 Queens Street, Melbourne",Australia,-37.8357683,144.9738758
 , ,W6 9NN,51.4925374,-0.2448587
 , ,W9 2DU,51.523841,-0.1939805
London, ,W5 4HD,51.5022546,-0.2865722
 , ,SE10 0BY,51.4969443,0.0130605
 , ,W1K 2ET,51.5107277,-0.1499829
 , , ,#EANF#,#EANF#
 , ,E14 3SP,51.492115,-0.0254666
17 Canton Road,"Tsim Sha Trui, Kowloon, Hong Kong", ,22.298198,114.168445
 , ,W3 7LW,51.5107775,-0.2583671
 , , ,#EANF#,#EANF#
Kazakhstan, , ,48.019573,66.923684
 , ,W9 1NG,51.5278433,-0.1876085
 , , ,#EANF#,#EANF#
London, ,W3 9RH,51.5082374,-0.2806269
London, ,E10 7JT,51.5699866,-0.022527
 , ,W1K 3HN,51.5111198,-0.1491888
 , , ,#EANF#,#EANF#
 , ,SW19 8KX,#EANF#,#EANF#
 , ,SW19 8ST,51.4207741,-0.2025048
 , ,RH17 5BE,51.0090007,-0.1370877
Guildford, ,GU5 9BB,51.2184889,-0.4780961
London, ,SW5 9TQ,51.4910124,-0.1965025
London , ,SW1V 3NQ,51.4866265,-0.1357052
Grand Cayman,KY1-9005, ,19.2922721,-81.3770914
London, ,W1J 6EQ,51.5103548,-0.1457324
London, ,EC2N 1HQ,51.5152902,-0.0840905
 , ,W1K 7QB,51.5113132,-0.1563291
 , , ,#EANF#,#EANF#
Surbiton, ,KT6 5RN,51.3903898,-0.3158065
 , ,W1S 2PZ,51.5134431,-0.1414274
 , ,W10 6JT,51.5175132,-0.2153174
London, ,E13 8ET,51.5208776,0.0176232
Russia, ,350059,45.0433282,39.044849
 , ,W14 8AD,51.4990714,-0.201299
 , ,W6 0NB,51.4933928,-0.2264011
 , ,10016,40.74727,-73.9800645
 , ,W11 3DA,51.510901,-0.1980806
 , , ,#EANF#,#EANF#
 , , ,#EANF#,#EANF#
 , ,LE2 8BL ,52.6109698,-1.1422975
Shoreditch,London,EC2A 3DR,51.5263111,-0.0827485
Potters Bar,Herts,EN6 3JL,51.7050918,-0.2005496
Letchworth Garden City,Hertfordshire,SG6 4ET,51.9800933,-0.2319965
 , ,NG8 2FU,52.9529806,-1.2281607
 , ,SE16 3UD,51.4937131,-0.0657777
London,1C Belvedere Road,SE1 7GF,51.5025548,-0.1167273
 , , ,#EANF#,#EANF#
 , , ,#EANF#,#EANF#
 , ,W1K 5RG,51.5142431,-0.1488028
London, ,N14 5AT,51.6293394,-0.1392807
 , , ,#EANF#,#EANF#
London, ,SW1y 4LB,51.5077734,-0.1366146
California, ,CA  94553,37.9873593,-122.151897
London, ,SW15 2QL,51.4598857,-0.2015301
California,USA, ,36.778261,-119.4179324
London, ,E14 3EH,51.4909557,-0.0069052
London, ,W2 3DH,51.5134003,-0.178252
6 Martin Lane,London,EC4R 0DP,51.5105052,-0.0881263
 , ,N1 2QS,51.5444723,-0.0935516
London, ,W3 0HJ,51.5173987,-0.2847932
 , ,SW15 2QL,51.4598857,-0.2015301
 , ,LE2 7DA,52.6277224,-1.1403892
Atlanta GA, ,30309,33.7971137,-84.3804888
59100 K.Lumpur,Malaysia, ,3.1334642,101.6668621
 , ,1025,30.5385988,-90.9069136
105118,"Moscow, Russia", ,55.762279,37.7288305
 , ,NW3 4TP,51.5476732,-0.1634268
 , , ,#EANF#,#EANF#
 , ,W11 3RP,51.5064593,-0.2051581
 , ,SW11 5SX,51.4639209,-0.1579374
London, ,W2,51.5096281,-0.1703541
 , ,E14 9XD,51.4915973,-0.0187617
 , , ,#EANF#,#EANF#
CA,USA,93725,#EANF#,#EANF#
Southampton, ,SO16 7HZ,50.9535862,-1.4116489
 , ,SL2 5GE,51.5128777,-0.5915804
Middx, ,HA1 4BP,51.5763288,-0.3515592
 , ,NW11 0JD,51.5839578,-0.2047041
Duke Street,Woking,GU21 5BH,51.320762,-0.5541466
 , , ,#EANF#,#EANF#
Surrey, ,KT10 8JB,51.3849571,-0.3524086
 , ,L - 1724,49.6112725,6.1244142
 , ,CV31 2BT,52.2776689,-1.5236028
 , ,SW8 2AU,51.4851494,-0.126533
 , ,W1H 7AA,51.5138547,-0.1601177
Kiev,Ukraine,4053,50.4644254,30.5232625
 , ,SE15 4AL,51.4657204,-0.0757008
 , ,W1S 2TR,51.5113976,-0.1440039
6 London Street,London,W2 1HR,51.5156027,-0.1747911
 , ,E15 1QH,51.5460922,-0.0001841
London, ,W11 3DA,51.510901,-0.1980806
 , ,W1K 1NA,51.5078299,-0.1526942
London, ,SW8 2PA,51.4754768,-0.1290029
 , ,E2 0QB,51.5270115,-0.0461732
 , , ,#EANF#,#EANF#
London, ,NW8 7LX,51.5363559,-0.1608255
 , ,SW7 1PL,51.4995923,-0.1687173
Bushey,Hertfordshire,WD23 3AL,51.6518123,-0.3659666
"3 Temasek Avenue, 25-02 Centennial Tower",Singapore,39190,1.293309,103.860354
 , ,EC2A 2BU,51.5214756,-0.0845516
 , ,UB5 4LH,51.5516127,-0.3543711
Milnerton, ,7441,-33.8659683,18.5344435
London, ,W2 2HD,51.5135986,-0.1638608
London, ,W1J 6BD,51.5098781,-0.1445844
"Pindar Road, Hoddesdon",Herts,EN11 0DY,51.7643682,0.0016293
 , , ,#EANF#,#EANF#
201 Bishopsgate,London,EC2M 3UN,51.5181635,-0.0798045
 , ,W1U 1DQ,51.51572,-0.1519709
London, ,W4 4PH,51.4918451,-0.2617681
 , , ,#EANF#,#EANF#
Zurich, , ,47.3768866,8.541694
Middlesex, ,TE7 6TH,51.4576932,-0.3306864
 , ,SE3 7JS,51.4750775,0.0212896
1.1 CP 29601 Marbella,Malaga, ,36.51752,-4.88286
 , ,W1U 4JT,51.5203974,-0.1552992
 , ,W1U 4JT,51.5203974,-0.1552992
 , ,W1U 4JT,51.5203974,-0.1552992
 , ,EC4A 1BR,51.5144049,-0.109335
 , ,W9 1DN,51.5290321,-0.1853988
 , ,CM11 2EA,51.6274293,0.4306177
London, ,W1J 5RG,51.5096926,-0.1482091
London, ,SW10 9XA,51.4853702,-0.183431
 , ,W14 8AS,51.5030935,-0.2150019
 , ,SW2 5BT,51.4570324,-0.1205305
 , ,NW1 7DS,51.5381202,-0.1455125
 , ,SW3 5QQ,51.4855478,-0.1671051
London, ,SW4 7UL,51.4635908,-0.1336497
 , ,W1G 6PP,51.5212295,-0.1516042
Woking, ,GU22 7BB,51.3168843,-0.5539815
 , ,SW18 2RL,51.4512789,-0.1845542
 , ,NW6 3HN,51.541476,-0.1870381
Italy, ,40069,44.494483,11.2135015
 , ,W1K 2HS,51.5108779,-0.1503804
 , ,EN8 7EA,51.6912773,-0.0337827
 , ,E14 9QZ,51.506482,-0.0071931
Cachant,France,94230,48.7910381,2.333472
London, ,SW8 2AZ,51.4851494,-0.126533
 ,Mill Valley,94941,37.9060368,-122.5449763
Cascais,Portugal, ,38.6967571,-9.4207438
 , ,W11 3ND,51.5107268,-0.2002059
Wickford, ,SS11 8YB,51.600637,0.5464623
 , ,SW3 5AP,51.4842347,-0.1740135
Estonia, , ,58.595272,25.013607
 , ,NW1 7TA,51.5379204,-0.1539418
 , ,EC1M 3HE,51.5211117,-0.1058861
Waterlooville,Hampshire,PO8 0AW,50.9122607,-0.9645894
 , ,TQ2 7EE,50.4774012,-3.5615212
Canada, ,V7N1E7,49.3331176,-123.0603185
Manchester, ,M3 1DX,53.4881064,-2.2461899
45005 Toledo,Spain, ,39.9001293,-4.0593255
London, ,NW1 3ED,51.5289128,-0.139327
 , ,E3 4QE,51.5220976,-0.0319541
 , ,WC1E 7EB,51.5198591,-0.1332096
 , , ,#EANF#,#EANF#
Brazil, , ,-14.235004,-51.92528
 , , ,#EANF#,#EANF#
 , ,KT3 4LG,51.4104524,-0.2483489
London, ,WC2H 9JQ,51.5147719,-0.1237901
 , ,W1K 5DS,51.5129679,-0.1477736
 , ,W1K 2HA,51.5085898,-0.1529805
London, ,SW1X 9ET,51.4982079,-0.1561232
Colchester,Essex,CO7 7XB,51.9089947,1.0080646
Abbotsley, ,PE19 6TY,52.1948218,-0.1654455
Ottershaw , ,KT16 0QG,51.359048,-0.5451569
London, ,W2 4XA,51.5145083,-0.1952432
 , ,W1F 0TA,51.5128108,-0.1333249
 , ,M29 7AP,53.5036837,-2.4615427
 , ,CT2 9DX,51.2937628,1.0534435
PO Box 506625,"Dubai, UAE", ,25.2048493,55.2707828
 , ,SW1E 6LB,51.4996054,-0.1404056
 , ,SW1W 4 QP,51.4917984,-0.1480592
 , ,NW1 6AR,51.5238771,-0.1592813
 , ,SW8 2DA,51.485029,-0.128007
Lima,Peru, ,-12.0463731,-77.042754
Bicester,Oxford,OX25 2RR,51.8717326,-1.1269137
Holland Park,London,W11 4JY,51.5082951,-0.2158505
 , , ,#EANF#,#EANF#
Brazil, , ,-14.235004,-51.92528
Road Town,BVI, ,18.4286115,-64.6184657
Schweiz, ,8903,47.3597495,8.4350703
 , ,W1K 3AE,51.5113669,-0.1454751
 , , ,#EANF#,#EANF#
9 Weymouth Street,London,W1W 6DB,51.52096,-0.1441948
 , ,W1K 5AE,51.5125413,-0.1503706
London, ,NW3 1AJ,51.5608226,-0.1762709
London,SW3 2RE, ,51.4939479,-0.1602855
London, ,SW3,51.4859846,-0.1672702
Surrey, ,CR7 7DZ,51.3944361,-0.1151235
 , ,NW2 2BU,51.5574994,-0.1974801
Netherland, ,2583 WG,52.0965855,4.2639891
 , ,W7 3EL,51.5133227,-0.3415269
London, ,SW7 3BD,51.4890886,-0.1773486
 , ,NW8 8PQ,51.5237011,-0.1733289
 , , ,#EANF#,#EANF#
Spain, ,28046,40.4731818,-3.6864121
Alexandra park,Lancaster,LA2 0PJ,54.0038858,-2.7888145
 , ,W1J 8HA,51.5076589,-0.143003
"CP 29601 Marbella, Malaga", , ,36.5135952,-4.8870764
 , ,E17 3JL,51.5861825,-0.0060749
 , ,W1K 6WE,51.5133519,-0.1533067
USA, , ,37.09024,-95.712891
 , ,N6 5AD,51.5710151,-0.1438422
 , ,SW1X 0BD,51.4965875,-0.1623114
 , ,W1T 6EW,51.5228515,-0.1410012
 , ,OX14 1PR,51.6825558,-1.2778898
Auckland,New Zealand,622,-36.8491593,174.7650006
9-11 Ormskirk Road,Preston Lancashire,PR1 2QP,53.7620214,-2.6982031
Oxford Business Park South,Oxford,OX4 2SU,51.7315399,-1.207997
 , ,N14 4LH,51.6372256,-0.1273969
 , ,N1 1EB,51.5426468,-0.1146976
London, ,CR0 1AY,51.3714944,-0.1049123
London, ,W1T 6NF,51.5220789,-0.1404849
 , ,SW1V 3RJ,51.4873353,-0.1327811
USA, ,6880,36.6689122,-92.0006061
Malaysia, ,55000,3.1580804,101.7366008
 , , ,#EANF#,#EANF#
 , ,SL1 2QU,51.5088038,-0.6043291
10 Llanvanor road, ,NW2 2 AP,51.5649585,-0.1975853
Surrey, ,RH6 9BS,51.1693748,-0.1529762
Middx, ,HA13 3JJ,#EANF#,#EANF#
 , ,W8 5PZ,51.497742,-0.1885435
 , , ,#EANF#,#EANF#
London, ,NW2 5LY,51.5505975,-0.2338267
 , ,W1W 5LS,51.5219989,-0.1439477
London, ,W2 2RR,51.5162836,-0.1693739
Norfolk, ,PE31 8JR,52.9404458,0.7048006
 , ,SW20 8HW,51.4184693,-0.224154
 , ,W1K 1DL,51.508556,-0.1496962
London, ,SW12 9EE,51.4521131,-0.1481939
 , ,W1T 2HE,51.5204938,-0.1346684
London, ,W1K 2TJ,51.5097124,-0.1500385
CH-6303 Zug,Switzerland, ,47.1768296,8.4987353
 , ,E5 9NW,51.5633964,-0.0527224
 , ,W1T 3ND,51.5181305,-0.1376044
Stokenchurch,Buckinghamshire,HP14 3RR,51.6565239,-0.8920784
London, ,SW15 6AD,51.4573106,-0.2193035
 , ,W11 4LN,51.5092748,-0.2099183
 , ,SW3 6EX,51.4868951,-0.1721932
 , ,SW11 6RA,51.4553684,-0.1665006
Stretham, ,SW16 2LD,51.4312384,-0.1169712
 , ,SW1 X 0AD,51.4971325,-0.1620878
 , ,W8 7JD,51.5062922,-0.2001213
 , ,KT5 8EJ,51.3976439,-0.2858406
 , ,W12 7TG,30.8685434,-86.9723804
London,SW18 5NY, ,51.441094,-0.2046426
 , ,N6 6JD,51.5631988,-0.1539859
Woking, ,GU22 7DU,51.3184376,-0.5414624
Douglas,Isle of Man,IM99 1HP,54.2230485,-4.6397159
 , ,SW6 7BU,51.4803215,-0.207135
London, ,W1J 6PX,51.5106158,-0.1440356
 , ,SW1X 7NR,51.5012795,-0.1547313
London, ,NW5 1TL,51.5539439,-0.1447536
 , ,W1K 2XF,51.5086007,-0.1508184
London, ,W1J 7DD,51.5047005,-0.1486997
 , ,W1J 7NJ,51.5053026,-0.1463986
 , ,N1 9EG,51.5328591,-0.1206242
London, ,EC2Y 5EJ,51.5177409,-0.0904449
Switzerland, , ,46.818188,8.227512
 ,Brazil, ,-14.235004,-51.92528
 , ,W1S 3LZ,51.510137,-0.1410576
 , ,CV5 8DY,52.4057963,-1.536777
 , ,SW11 1LT,51.4622736,-0.1647123
London, ,W1J 6HB,51.5063721,-0.1490095
 , ,WC1B 3HH,51.5192839,-0.1309702
London , ,W1K 7EB,51.5109419,-0.1550182
 , ,GL52 7SB,51.9537217,-2.1203057
 , ,NW1 7PP,51.5372197,-0.1454338
 , ,N22 5SN,51.6015003,-0.1100949
 , ,SA38 9ND,51.9940949,-4.4578703
Anerly,London,SE20 8FH,51.4135703,-0.0674079
 , ,CA 9 501,49.2022779,-113.3003165
 , ,SW15 5JT,51.4584611,-0.2554363
 , ,W6 0HH,51.4979212,-0.2356907
London, ,SW3 2BP,51.4961465,-0.1680342
 , ,W12 8BB,51.5051689,-0.2338834
 , ,TN2 5BT,51.1225864,0.2776992
 , ,E14 8DL,51.5104442,-0.0411464
London, ,W1K 3NN,51.509966,-0.148443
Herts, ,SG12 9LZ,51.8045162,-0.0267268
USA, ,NY 10001,40.7536854,-73.9991637
London, ,W14 0Qh,51.4946316,-0.2120478
 , ,N13 5LA,51.6180529,-0.1054782
 , ,AL5 4JT,51.8269028,-0.3543126
Winchester, ,SO21 3NA,51.1613113,-1.322636
 , ,KT8 2HX,51.4001383,-0.3615239
 , , ,#EANF#,#EANF#
 , ,W11 2HD,51.5144552,-0.2082019
Rowington, ,CV35 7BX,52.3281011,-1.7079061
 , ,W1S 3NY,51.5103942,-0.1419694
 , ,W1J 0LP,51.509266,-0.1371733
Hull, ,HU10 7AB,53.7539458,-0.4435816
 , , ,#EANF#,#EANF#
London, ,SE10 9SF,51.4800154,-0.0140214
 , , ,#EANF#,#EANF#
Brazil , ,88109 170,-10.6822326,-37.4413473
 , ,E8 1AL,51.5490458,-0.061499
 , ,W3 8NJ,51.5043266,-0.2692266
 , ,E8 1AL,51.5490458,-0.061499
London, ,SE10 9SF,51.4800154,-0.0140214
 , ,SW1X 9RS,51.4951877,-0.1567781
 , ,E2 8AA,51.5279945,-0.0780202
Weybridge, ,KT13 0OB,#EANF#,#EANF#
Glasgow, ,G12 0JN,55.8868078,-4.3055734
 , ,SW2 1AU,51.4594813,-0.1106412
 , ,TW14 0EW,51.4551851,-0.4015823
London, ,SE10 9SF,51.4800154,-0.0140214
 , ,TN33 9DN,50.8960296,0.4446642
 , ,NW8 6HH,51.5383382,-0.1725843
London, ,N5 2HR,51.549966,-0.090192
 , ,W1S 4LY,51.509165,-0.1427112
 , ,SW15 5EP,51.4559576,-0.2395546
London, ,SE16 5DS,51.506728,-0.0399368
London, ,W1K 6RH,51.5125903,-0.1546201
 , ,SE12 8QF,51.4562404,0.0080494
Paramacity,Rep of Pamama, ,8.980764,-79.527418
Madrid ,Spain,28001,40.426175,-3.685144
 , , ,#EANF#,#EANF#
London, ,SW4 7SA,51.4630141,-0.122876
 , ,SL6 1XF,51.5171722,-0.7076558
London, ,SW2 4LH,51.4456404,-0.1307552
 , ,OX33 1RG,51.739518,-1.1655107
 , ,KT19 8RJ,51.3411115,-0.2738512
London , ,SW7 1RH,51.5013839,-0.1636746
 , ,HA9 8TL,51.5735335,-0.3049334
 , ,CB7 5FN,52.3320375,0.3308774
162 00,Czech Republic , ,50.0877724,14.3461879
Islington, ,N5 1JH,51.5499506,-0.1003181
 , ,SW7 4AA,51.4973117,-0.1874656
 , ,SW6 7NJ,51.4822257,-0.2116978
 , ,OX2 6RB,51.763141,-1.2700124
 , ,W1K 4QG,51.5120147,-0.1466305
 , ,SW1X 7SH,51.5010497,-0.1509944
London, ,W2 4QN,51.5114429,-0.1877263
 , ,NW8 9RY,51.5289172,-0.1762486
 , ,SW3 5UE,51.4874775,-0.1691739
Richmond, ,TW9 3GA,51.4763534,-0.2857429
Nigeria, , ,9.081999,8.675277
 , ,TW15 2QE,51.4345533,-0.4666256
USA,34209, ,27.5073732,-82.6375402
London, ,WC1B 3AA,51.5181369,-0.1289704
 , ,W5 2DD,51.5177824,-0.3093677
London, ,W1K 1QR,51.5044822,-0.149112
London, ,SE16 4QJ,51.4970589,-0.0663564
London, ,W1J 9ER,51.5081872,-0.1388889
 , ,W1K 3QT,51.5114004,-0.1453152
London, ,W1S 2FT,51.5110956,-0.1419697
 , ,IG5 0ND,51.597445,0.0562462
 , ,PL1 5AU,50.3750683,-4.147978
London , ,SW5 0AN,51.4907112,-0.1845584
Pwllheli, ,LL53 6JA,52.9260065,-4.5622855
London, ,W1S 1HU,51.5142873,-0.1447656
 , ,W1U 6PZ,51.5207555,-0.1586288
 , ,SE14 6DQ,51.477684,-0.0384604
 , ,E17 6LG,51.5865873,-0.0354045
London, ,E11 3HU,51.5537674,0.0053456
 , ,N6 6HN,51.5694362,-0.1549165
London, ,W1J 5EN,51.5083858,-0.1457547
Luxembourg,VAT# LU21578852, ,#EANF#,#EANF#
 , ,SE16 2TL,51.496557,-0.0550394
Peterborough, ,PE8 4DN,52.4766446,-0.4652004
Solihull, ,B90 4YQ,52.3915785,-1.781931
 , ,S65 1LN,53.4369946,-1.3400417
 , ,E15 4NA,51.5448682,0.0114443
Park Road,"Holmewood Industrial Park,  Chesterfield",S42 5UY,53.1923249,-1.3601817
 , ,1200,39.8283079,-105.0268772
Azerbaijan, , ,40.143105,47.576927
 , , ,#EANF#,#EANF#
London, ,NW8 7JH,51.528016,-0.1657461
 , ,SW10 0UU,51.4761043,-0.1802999
London, ,W2 1NT,51.5172389,-0.1723912
 , ,KT4 7HJ,51.376174,-0.2556638
London, ,W7 3JD,51.5100911,-0.3393818
Wembley,Middlesex,MA9 0GD,51.5475328,-0.2767819
 , ,E11 2BL,51.5829702,0.0317902
 , ,N9 9DT,51.6273049,-0.062976
 , ,CO5 9AN,51.8329645,0.6969868
 , ,W1S 3PE,51.5107379,-0.1398226
 , ,W14 8UD,51.4948151,-0.2134669
Colnbrook,Slough,SL3 0NS,51.4787223,-0.5081723
 , ,W10 6PT,51.5180844,-0.2227324
 , ,W4 2RH,51.4848868,-0.2534197
 , ,RH16 2NJ,51.0122535,-0.0764258
 , ,SW17 7HG,51.4384659,-0.1655804
Singapore, ,436919,1.297419,103.870545
Buckinghamshire, ,SL7 3HS,51.5760481,-0.7744329
 , ,TW8 0NS,51.4875583,-0.302463
 ,Malta, ,35.937496,14.375416
London, ,E5 9RN,51.5634154,-0.0484509
Jordan, , ,30.585164,36.238414
Weybridge, ,KT13 0RG,51.3573563,-0.455158
 , ,W4 1ET,51.4989315,-0.2521193
 , , ,#EANF#,#EANF#
London, ,NW5 9RX,51.5543545,-0.1441111
 , ,WC1X 0EB,51.526641,-0.1113943
 , ,W1S 1SW,51.5137996,-0.1463419
 , ,W1U 2BE,51.5165165,-0.1509735
Herefordshire, ,HR6 0SP,52.2227144,-2.7330738
Dubai Marina, , ,25.0805422,55.1403426
 , ,NW8 7RL,51.5279975,-0.1645646
London, ,SE10 0AE,51.4883322,0.0045616
 , ,W2 2PQ,51.5159659,-0.1674553
 , ,W1K 3JN,51.5117131,-0.1463257
Middlesex, ,UB1 3DU,51.5265215,-0.36484
 , ,RG24 8AA,51.2858386,-1.0513984
London, ,W1U 5EP,51.5211675,-0.1528032
 , ,SE16 7AB,51.4927734,-0.0395126
 , , ,#EANF#,#EANF#
 , ,SW11 3AZ,51.4752218,-0.1735423
 , ,CT12 6HQ,51.347475,1.3938481
 , ,E10 5PS,51.5581323,-0.0064653
 , ,W1K 1HJ,51.5080714,-0.1508975
 , ,SW15 5RN,51.4626566,-0.2545709
 , ,W2 3PS,51.5117188,-0.1765176
 , ,W8 6HH,51.496778,-0.2018647
 , , ,#EANF#,#EANF#
London, ,WC1X 8LN,51.5294073,-0.1160338
11 Harrowby Street,London,W1H 5PQ,51.5173659,-0.1642469
London , ,SW15 6JJ,51.4638799,-0.2311878
 , , ,#EANF#,#EANF#
 , ,SW7 3SS,51.4937606,-0.1753472
London , ,E1W 3SX,51.5071961,-0.0534624
London , ,SW3 3EF,51.4923603,-0.1674369
 , ,W10 6LA,51.518987,-0.2128959
London, ,SE15 2JP,51.4759181,-0.0577031
Warszawa,Poland, ,52.2296756,21.0122287
London, ,W11 3HB,51.5114317,-0.2021957
 , ,N15 6JT,51.5794266,-0.0688374
 , ,W1H 7PE,51.5158231,-0.1589142
 , ,TQ1 2PF,50.4618947,-3.4959174
 , ,NW2 4PG,51.5519441,-0.2259278
 , ,W12 0JH,51.5097078,-0.237325
 , ,BA21 3AQ,50.9460367,-2.6433119
 , , ,#EANF#,#EANF#
 , ,SW1V 2AL,51.4908144,-0.1400719
 , , ,#EANF#,#EANF#
Natal-Rn,Brazil 59012-360, ,-5.7825647,-35.1943579
London, ,SW1V 3PG,51.4858826,-0.1364269
 , ,NW10 1LB,51.5518241,-0.2310819
 , ,E8 3CL,51.542762,-0.0719909
 , , ,#EANF#,#EANF#
 , ,SW19 8AN ,51.4337469,-0.1981832
 , ,W1G 9QR,51.5177977,-0.1466841
 , ,W1G 8UU,51.5188381,-0.1510669
 , ,W6 9BE,51.4922572,-0.242363
Muscat,Oman, ,23.58589,58.4059227
 , ,SW15 5LF,51.4641987,-0.2500348
 , ,W4 1DX,51.4999695,-0.2553934
 , ,OX2 7TN,51.7861109,-1.2666988
 , ,SW7 3ES,51.4939554,-0.1751521
 , ,CA28 8AF,54.5400022,-3.5769517
 , ,EC1V 8AE,51.5289366,-0.0970841
London , ,SW6 5JD,51.4721399,-0.2095868
California, ,90620,33.8428724,-118.0127534
London, ,NW1 4DE,51.5297442,-0.1424216
 , ,W2 2QH,51.5160964,-0.1700588
 , ,NW8 8UW,51.5282781,-0.1681287
 , ,W14 0NL,51.5012553,-0.2147567
Eleanor Close,London,SE16 6PW,51.5010292,-0.0465206
London, ,W2 3AA,51.5131802,-0.1826132
 , , ,#EANF#,#EANF#
 , , ,#EANF#,#EANF#
 , ,N22 6RR,51.5936813,-0.0992304
 , , ,#EANF#,#EANF#
 , ,W11 3BQ,51.5091788,-0.203639
London, ,SW9 6DU,51.4794154,-0.1110416
 , ,W12 7QY,51.5096828,-0.2362596
 , ,S13 9BN,53.3732231,-1.3897115
 , ,GU12 6LX,51.2489556,-0.7159325
CEP 39401 054,"Montes Claros,Minas Gerais",Brazil,-16.7295223,-43.8773239
 , ,WC1N 1EX,51.5235539,-0.1258076
Natal,Rio Grande do Norte,Brazil,-5.7792569,-35.200916
 , ,W11 3TA,51.505896,-0.2047768
 , ,NW2 4AJ,51.5536479,-0.2232362
 , ,SW7 5HE,51.4973708,-0.1790929
Romsey,Hants,SO51 0PE,51.0111876,-1.4913722
Moscow,Russia,121433,55.7414841,37.4644699
Rio de Janeiro,Brasil,22.211-230,-22.9222824,-43.1802158
 , ,W4 5DF,51.4982569,-0.2648234
 , ,SW10 0NN,51.4830498,-0.183408
London, ,W1k 2QG,51.5099166,-0.1521486
Urb Santa Cruz Miraflores Lima 18,Peru, ,-12.114322,-77.047209
 , ,NW5 1AH,51.5560875,-0.1404253
 , ,W4 5DH,51.502834,-0.2654276
 , ,NW3 1LG,51.5589474,-0.1742252
Sunning Hill, ,SL5 0AL,51.4010571,-0.6462391
 , , ,#EANF#,#EANF#
 , ,W1F 7DH,51.5136141,-0.1391722
West End Lane,London,NW6 1RD,51.5513032,-0.1921863
 , ,W1J 5PY,51.5078598,-0.1488886
 , ,W8 4SG,51.5017019,-0.1922479
 , ,E13 0DD,51.5284176,0.0194703
KT22 0UU, , ,51.3391109,-0.3522295
 , ,N3 1HJ,51.6021009,-0.1968553
South Harting,Hants,GU31 5QA,50.9702042,-0.8830188
 , ,E7 9AD,51.5474541,0.0231834
 , ,W1S 3PR,51.5115231,-0.1405688
 , ,W1K 7AY,51.5126579,-0.1560586
 , , ,#EANF#,#EANF#
 , ,HA0 4AU,51.5501778,-0.2966716
1208, , ,37.7098,-89.2624974
TX 74107,USA, ,39.2871519,-120.6754193
Nunhead Crescent,London,SE15 3PF,51.4634705,-0.0643834
 , , ,#EANF#,#EANF#
 , ,E6 1AE,51.5369507,0.0361713
Surrey, ,GU21 4BL,51.3257343,-0.5577506
